City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
316,Smithers,CA,39.52,broken clouds,54.7804,-127.1743,"Prestige Hudson Bay Lodge, Premier Collection"
317,Kangaatsiaq,GL,31.96,clear sky,68.3065,-53.4641,Nukissiorfiit
318,Coyula,MX,72.19,broken clouds,20.6333,-103.2,Mendoza
319,Jackson,US,61.0,clear sky,42.4165,-122.8345,Agate Village Apartments
320,Torbay,CA,63.39,light rain,47.6666,-52.7314,Gallows Cove
321,Clyde River,CA,32.23,broken clouds,70.4692,-68.5914,Qamaq Hotel
322,Champerico,GT,91.76,overcast clouds,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
323,Vanavara,RU,36.82,overcast clouds,60.34,102.2797,
324,Notse,TG,79.88,moderate rain,6.95,1.1667,Le Berceau
325,Southbridge,US,74.3,overcast clouds,42.0751,-72.0334,Southbridge Hotel & Conference Center
326,Bima,ID,75.85,overcast clouds,-8.4667,118.7167,Lambitu Hotel
327,Kasongo-Lunda,CD,75.29,heavy intensity rain,-6.4667,16.8167,
328,Saldanha,ZA,60.85,clear sky,-33.0117,17.9442,Blue Bay Lodge
329,Chapais,CA,60.58,clear sky,49.7834,-74.8492,Hôtel Opémiska
330,El Alto,PE,69.46,scattered clouds,-4.2714,-81.2147,Black Marlin Restaurant & Hospedaje
331,Misratah,LY,81.27,clear sky,32.3754,15.0925,فندق الماسة
332,San Javier,ES,85.62,few clouds,37.8063,-0.8374,Hotel Mar Menor
333,Marzuq,YE,85.89,overcast clouds,14.4,46.4667,
334,Saint Anthony,US,80.31,clear sky,45.0205,-93.218,"Holiday Inn Express Roseville-St. Paul, an IHG Hotel"
335,Nishihara,JP,81.68,scattered clouds,26.1842,127.7558,Minshuku Agaihama
336,College,US,43.29,broken clouds,64.8569,-147.8028,Pike's Waterfront Lodge
337,Moroni,KM,78.8,broken clouds,-11.7022,43.2551,Hotel les Arcades
338,Umm Kaddadah,SD,97.21,broken clouds,13.6017,26.6876,
339,Kamaishi,JP,59.81,overcast clouds,39.2667,141.8833,Hotel Route Inn Kamaishi
340,Narsaq,GL,37.65,overcast clouds,60.9167,-46.05,Narsaq Kayak Hostel
341,Chimbote,PE,67.64,broken clouds,-9.0853,-78.5783,Hotel Viera Chimbote
342,Sinnamary,GF,85.08,clear sky,5.3833,-52.95,ALETHEIA Appartement Sinnamary
343,Takoradi,GH,79.16,broken clouds,4.8845,-1.7554,Raybow International Hotel
344,Moss Vale,AU,41.14,broken clouds,-34.55,150.3833,Peppers Manor House
345,Oktyabrskoye,RU,64.54,broken clouds,43.0645,44.7417,Prolesok Mini-hotel
347,Kuala Terengganu,MY,78.75,few clouds,5.3302,103.1408,Hotel Grand Continental Kuala Terengganu (4 Star)
348,Warri,NG,81.61,light rain,5.5167,5.75,BON Hotel Delta
349,Verkhnyaya Sinyachikha,RU,39.6,light rain,57.976,61.6673,Hostel Sovetskaya
350,Phenix City,US,77.58,overcast clouds,32.471,-85.0008,Columbus Marriott
351,Bilma,NE,98.2,scattered clouds,18.6853,12.9164,Expeditions Ténére voyages
352,Santa Rosa,PH,79.11,heavy intensity rain,14.3122,121.1114,Erlyn’s Sta Rosa City Home
354,Shubarshi,KZ,59.27,scattered clouds,48.5872,57.1869,
355,Khorramabad,IR,76.15,clear sky,33.4878,48.3558,Azadi Hotel
356,Faanui,PF,78.22,few clouds,-16.4833,-151.75,Bora-Bora Pearl Beach Resort & Spa
357,Ghatal,IN,79.21,overcast clouds,22.6667,87.7167,Mongal Bhawan
358,Lysva,RU,37.29,overcast clouds,58.1086,57.8053,Center Hotel
359,Lazaro Cardenas,MX,82.94,overcast clouds,17.9583,-102.2,quinta antigua
360,Tagusao,PH,80.24,overcast clouds,9.1924,117.8141,Toledo
361,Evanston,US,80.53,clear sky,42.0411,-87.6901,Hilton Garden Inn Chicago North Shore/Evanston
362,Bangui,CF,73.72,overcast clouds,4.3612,18.555,SAM HOTEL
363,Kasane,BW,83.95,few clouds,-17.8167,25.15,The Old House
364,Avera,US,74.86,light rain,33.194,-82.5271,
365,Belaya Gora,RU,37.92,broken clouds,68.5333,146.4167,
366,Pontivy,FR,70.38,broken clouds,48.0,-3.0,"Frairie du Divit - Chambres d'hôtes et Gîtes à Pontivy en Morbihan, au centre de la Bretagne"
367,Changji,CN,75.99,light rain,44.0167,87.3167,Lvye Holiday Resort
368,Petropavlovsk-Kamchatskiy,RU,37.99,clear sky,53.0452,158.6483,The Hotel Petropavlovsky
369,Flinders,AU,49.21,broken clouds,-34.5833,150.8552,Shellharbour Resort & Conference Centre
370,Tecolutla,MX,83.55,overcast clouds,20.4833,-97.0167,Hotel Plaza Marsol
371,Shache,CN,76.55,scattered clouds,38.4167,77.2406,Delong Hotel
372,Kostyantynivka,UA,58.5,clear sky,48.5277,37.7069,Мотель
373,Port Moresby,PG,76.42,scattered clouds,-9.4431,147.1797,Lamana Hotel (Port Moresby)
374,Saint-Augustin,CA,64.89,broken clouds,51.226,-58.6502,
375,Muswellbrook,AU,40.33,clear sky,-32.2667,150.9,Wayfarer Motel
376,Labuhan,ID,79.45,overcast clouds,-6.8844,112.2051,PT PPI Lamongan Tambak C
377,Anjar,IN,86.34,broken clouds,23.1333,70.0167,Manav Residency
378,Ures,MX,88.52,clear sky,29.4333,-110.4,Hotel HACIENDA San Francisco
379,Victoria,HK,85.32,light rain,22.2855,114.1577,Mini Hotel Central
380,Severo-Kurilsk,RU,48.31,clear sky,50.6789,156.125,Kak Doma
381,Adelaide,AU,73.18,broken clouds,-34.9333,138.6,The Chancellor on Currie
382,Talnakh,RU,34.99,broken clouds,69.4865,88.3972,Talnakh Hotel
383,Castle Douglas,GB,61.34,broken clouds,54.9409,-3.9278,The Imperial Hotel
384,Ostrovnoy,RU,44.44,overcast clouds,68.0531,39.5131,
385,Ndele,CF,74.79,light rain,8.4109,20.6473,
386,Beinasco,IT,77.31,fog,45.0231,7.5839,Hotel Motel Prestige
387,Ulaangom,MN,54.07,overcast clouds,49.9811,92.0667,Achit Nuur Hotel & Restaurant
388,Bandarbeyla,SO,77.59,broken clouds,9.4942,50.8122,JABIR HOTEL
389,Akersberga,SE,53.06,overcast clouds,59.4794,18.2997,Best Western The Public Hotel
390,Kilindoni,TZ,76.78,broken clouds,-7.9139,39.6668,Bustani B&B
391,Port Hedland,AU,66.25,scattered clouds,-20.3167,118.5667,The Esplanade Hotel
392,Palizada,MX,91.18,broken clouds,18.25,-92.0833,Hotel San Joaquín Palizada
393,Linjiang,CN,59.7,light rain,41.8069,126.9078,格林豪泰
394,Marfino,RU,46.54,broken clouds,55.7028,37.3822,Nemchinovka-Park
395,Turan,VN,78.78,few clouds,16.0678,108.2208,Sun River Hotel
396,Aksarka,RU,38.98,overcast clouds,66.5606,67.7975,
397,Carutapera,BR,81.93,scattered clouds,-1.195,-46.02,Lidera
398,Tessalit,ML,104.7,scattered clouds,20.1986,1.0114,
399,Vardo,NO,41.2,broken clouds,70.3705,31.1107,Vardø Hotel AS
400,Pierre,US,79.05,clear sky,44.3683,-100.351,Ramkota Hotel
401,Sheridan,US,70.18,clear sky,44.8333,-106.9173,Comfort Inn & Suites
402,Honiara,SB,76.06,overcast clouds,-9.4333,159.95,Heritage Park Hotel
403,Irbeyskoye,RU,44.22,overcast clouds,55.6428,95.4522,"Gostinitsa ""Agul"""
404,Rio Gallegos,AR,39.25,light rain,-51.6226,-69.2181,Hotel Santa Cruz
405,El Reten,CO,85.91,broken clouds,10.6114,-74.2682,Casa Alcalde Reten
406,Husavik,IS,58.91,overcast clouds,66.0449,-17.3389,Bjarnabúð
407,Terme,TR,64.33,light rain,41.2092,36.9739,OTEL GÜVEN TERME
408,Korostyshiv,UA,59.65,overcast clouds,50.3172,29.0563,Эдем
409,Axim,GH,79.7,scattered clouds,4.8699,-2.2405,Axim Beach Resort And Spa
410,Sibu,MY,77.31,scattered clouds,2.3,111.8167,RH HOTEL (4 Star)
411,Hovd,MN,58.21,overcast clouds,48.0056,91.6419,Hotel Khovd
412,Tyler,US,85.42,few clouds,32.3513,-95.3011,The Woldert-Spence Manor
413,Grand-Santi,GF,97.7,few clouds,4.25,-54.3833,Hotel La Villa Couacou
414,Pangai,TO,77.25,clear sky,-19.8,-174.35,Ha'apai Beach Resort
415,Shahreza,IR,73.98,clear sky,32.0339,51.8794,خوابگاه
416,Anloga,GH,84.42,light rain,5.7947,0.8973,Pin Drop Hotel
417,Iracoubo,GF,86.22,clear sky,5.4802,-53.2011,Le Gîte d’Iracoubo
418,Portobelo,PA,89.85,broken clouds,9.55,-79.65,Scuba Portobelo
419,Khipro,PK,96.67,clear sky,25.8285,69.3772,Mukesh Bhojraj Khatri Graphix Khipro
420,Mizan Teferi,ET,62.17,light rain,6.9833,35.5833,Hotel Salayish | ሆቴል ሳላይሽ
421,Zlitan,LY,83.14,clear sky,32.4674,14.5687,القسم الداخلي للجامعة الأسمرية
422,Garden City,US,77.9,scattered clouds,42.3256,-83.331,Quality Inn & Suites Banquet Center
423,Zemio,CF,71.06,moderate rain,5.0314,25.1361,OCHA Office
424,Coquimbo,CL,56.93,broken clouds,-29.9533,-71.3436,Punto de encuentro
425,Semey,KZ,50.22,clear sky,50.4111,80.2275,Grand Hotel Semey
426,Sibolga,ID,76.95,scattered clouds,1.7427,98.7792,Hotel Syariah CN Darussalam
427,Iclod,RO,77.29,overcast clouds,46.9833,23.8,Family
428,Kamenka,RU,47.39,clear sky,51.3223,42.7678,
429,Pokhara,NP,69.15,overcast clouds,28.2333,83.9833,Butterfly Lodge
430,Kaeo,NZ,58.32,broken clouds,-35.1,173.7833,Bushido Lodge
431,Kangra,IN,73.51,clear sky,32.1,76.2667,Hotel Sai Villa
432,Whitehorse,CA,44.1,overcast clouds,60.7161,-135.0538,The Sternwheeler Hotel & Conference Centre
433,Bairiki,KI,80.6,scattered clouds,1.3292,172.9752,Tarawa Boutique Hotel
434,Renfrew,GB,63.48,overcast clouds,55.872,-4.3925,Normandy Hotel Glasgow
435,Mangrol,IN,80.29,overcast clouds,21.1167,70.1167,Hotel The Royal Honours
436,Hofn,IS,53.62,overcast clouds,64.2539,-15.2082,Hótel Höfn
437,Keroka,KE,55.27,light rain,-0.7758,34.9453,Bunker Hotel Keroka
438,Charagua,BO,69.37,overcast clouds,-19.8,-63.2167,Hotel
439,Ler,SS,73.11,moderate rain,8.3018,30.1418,
440,Blagodarnyy,RU,68.77,light rain,45.0978,43.4364,"Gostinitsa ""Grand Otel'"""
441,Port Lincoln,AU,58.37,few clouds,-34.7333,135.8667,Port Lincoln Hotel
442,Sai Buri,TH,77.85,broken clouds,6.7013,101.6168,ร้าน​ เวดดิ้ง
443,Padang,ID,78.85,overcast clouds,-0.9492,100.3543,Mercure Padang
444,Madang,PG,75.0,overcast clouds,-5.2246,145.7966,Comfort Inn Hotel
445,Jacmel,HT,91.24,few clouds,18.2342,-72.5347,Historic Hotel Florita
446,Wanning,CN,79.12,overcast clouds,18.8003,110.3967,Paradise Hotel
447,Rocha,UY,68.22,clear sky,-34.4833,-54.3333,Beleza Pura B&B
448,Luang Prabang,LA,73.27,overcast clouds,19.8856,102.1347,Villa Oasis
449,Mazara Del Vallo,IT,82.35,broken clouds,37.6641,12.588,Vizier Resort & Spa
450,Doka,SD,78.93,scattered clouds,13.5167,35.7667,
451,Christchurch,NZ,40.32,scattered clouds,-43.5333,172.6333,The George
452,Nanning,CN,77.45,light rain,22.8167,108.3167,Nanning Travelling With Hostel
453,Nhulunbuy,AU,72.21,scattered clouds,-12.2333,136.7667,East Arnhem Real Estate
454,Zwijndrecht,NL,68.23,few clouds,51.8175,4.6333,Hotel Dordrecht
455,Ambilobe,MG,74.61,broken clouds,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
456,Kariba,ZW,82.63,scattered clouds,-16.5167,28.8,Caribbea Bay Hotel
457,Mlonggo,ID,79.61,scattered clouds,-6.5333,110.7,Asia Metal Art
458,Hashtrud,IR,68.83,clear sky,37.4779,47.0508,Mahan Hotel
459,Sao Goncalo Do Sapucai,BR,92.73,few clouds,-21.8922,-45.5953,Novo Hotel
460,Nouadhibou,MR,84.18,sand,20.931,-17.0347,El Medina
461,Pangnirtung,CA,37.4,overcast clouds,66.1451,-65.7125,Kilabuk Lodge
462,Bridlington,GB,71.78,overcast clouds,54.0831,-0.1919,Expanse Bridlington Seafront Hotel
463,Izmit,TR,72.27,scattered clouds,40.7669,29.9169,Seka Park Hotel
464,Goundam,ML,96.51,scattered clouds,16.4145,-3.6708,
465,Bismarck,US,69.87,clear sky,46.8083,-100.7837,Ramkota Hotel & Conference Center
466,Koster,ZA,63.68,clear sky,-25.863,26.8976,Klub Kranskuil
467,Ketchikan,US,52.27,moderate rain,55.3422,-131.6461,Snow's Cove Lodge
468,San Carlos De Bariloche,AR,55.15,clear sky,-41.1456,-71.3082,Hotel Patagonia
469,Koping,SE,51.89,moderate rain,59.514,15.9926,Best Western Hotel Scheele
470,Pascagoula,US,85.41,few clouds,30.3658,-88.5561,Regency Inn
471,Jaguaribe,BR,97.99,clear sky,-5.8906,-38.6219,Hotel Pinheiro
472,Solok,ID,74.35,broken clouds,-0.7918,100.6593,Mami Hotel & Restaurant
473,Rabo De Peixe,PT,72.91,few clouds,37.8,-25.5833,Quinta das Giestas
474,Puerto Baquerizo Moreno,EC,69.37,broken clouds,-0.9,-89.6,Hotel los Algarrobos
475,Mitu,CO,85.17,broken clouds,1.1983,-70.1733,
476,Yokadouma,CM,76.1,overcast clouds,3.5167,15.05,Hôtel De Ville De Yokadouma
477,Broome,US,73.2,clear sky,42.2506,-75.833,Chenango Valley State Park
478,Golyshmanovo,RU,48.2,overcast clouds,56.3979,68.3728,Mini gostinitsa Paradiz
479,Candabong,PH,76.71,overcast clouds,9.7343,124.5383,Anda White Beach Resort
480,Calama,CL,72.09,few clouds,-22.4667,-68.9333,Diego De Almagro Calama
481,Tarnos,FR,73.85,few clouds,43.5417,-1.4628,Le Lodge SARL
482,Zambezi,ZM,85.01,scattered clouds,-13.5432,23.1047,Royal Kutachika Lodge
483,Buala,SB,78.69,overcast clouds,-8.145,159.5921,Maringe Lagoon Lodge
484,Mayo,US,84.74,overcast clouds,38.8876,-76.5119,Resorts Resource Group International
485,Pundaguitan,PH,81.09,overcast clouds,6.3711,126.1689,Leonardo Family Beach House 1
486,Skibbereen,IE,62.4,overcast clouds,51.55,-9.2667,The West Cork Hotel
487,Maningrida,AU,70.56,clear sky,-12.0667,134.2667,Dhukurrdji Lodge
488,Rudbar,AF,86.02,clear sky,30.15,62.6,
489,Tilichiki,RU,38.48,broken clouds,60.4667,166.1,
490,Quimperle,FR,68.99,clear sky,47.8667,-3.55,ibis Quimperlé
491,Uruzgan,AF,70.02,clear sky,32.8333,66.0,
492,Maragogi,BR,80.96,scattered clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
493,Port Augusta,AU,73.54,scattered clouds,-32.5,137.7667,Majestic Oasis Apartments
494,Carndonagh,IE,64.02,overcast clouds,55.25,-7.2667,Riversdale Country House
495,Boyolangu,ID,74.79,broken clouds,-8.1181,111.8935,Yos ega cv
496,Itaituba,BR,95.16,few clouds,-4.2761,-55.9836,Hotel Campos
497,Repalle,IN,84.42,overcast clouds,16.0167,80.85,Ravindra's Enclave
498,Kremenki,RU,47.3,overcast clouds,54.885,37.1261,Country house Troitskoe 114
499,Quisqueya,DO,89.46,broken clouds,18.5554,-69.4081,ElFuetazo del 13
500,Lenger,KZ,65.64,clear sky,42.183,69.8839,Gostevoy Dom 1
501,Brae,GB,55.31,broken clouds,60.3964,-1.353,Busta House Hotel
502,Sironj,IN,73.15,overcast clouds,24.1,77.7,shri shyam palace sironj
503,Nizhniy Odes,RU,42.06,overcast clouds,63.6445,54.856,Gostinitsa Uyut
504,San Vicente,AR,60.64,moderate rain,-26.6167,-54.1333,Complejo Turístico Farelluk
505,Pringsewu,ID,73.76,clear sky,-5.3582,104.9744,Urban Style by Front One
506,Paamiut,GL,37.26,overcast clouds,61.994,-49.6678,Hotel Ivaana
507,Roma,US,74.89,few clouds,43.2128,-75.4557,Wingate By Wyndham Rome
508,Spassk,RU,50.31,broken clouds,52.747,87.7545,
509,Quixada,BR,97.79,clear sky,-4.9714,-39.0153,Hotel Vale das Pedras
510,Wonthaggi,AU,47.71,clear sky,-38.6044,145.5913,Wonthaggi Caravans & Trailers
511,Diego De Almagro,CL,77.31,clear sky,-26.3667,-70.05,hotel luna del desierto
512,Vila Velha,BR,78.75,few clouds,-20.3297,-40.2925,Quality Suites Vila Velha
513,Mayumba,GA,77.14,broken clouds,-3.432,10.6554,LIKWALE LODGE
514,Shieli,KZ,74.61,clear sky,44.1667,66.75,Gostinitsa Aybek Shieli
515,Sola,VU,78.21,scattered clouds,-13.8833,167.55,Leumerus Bungalows
516,Morant Bay,JM,89.22,broken clouds,17.8815,-76.4093,Whispering Bamboo Cove Resort
517,Ust-Nera,RU,44.35,few clouds,64.5667,143.2,Hotel Ust-Nera
518,Krasnaya Gorka,RU,42.78,broken clouds,55.1962,56.6673,
519,Vetovo,BG,74.23,clear sky,43.7,26.2667,СТАИ ЗА ГОСТИ „ЛОМ“ - Guest House Lom
520,Joshimath,IN,68.29,overcast clouds,30.5667,79.5667,Shivalik Camps & Resort
521,Evensk,RU,44.89,overcast clouds,61.95,159.2333,
522,Stromness,GB,57.45,scattered clouds,58.965,-3.296,The Old Smokery
523,Saint Augustine,US,88.05,broken clouds,29.8947,-81.3145,St. George Inn
524,Atambua,ID,72.55,broken clouds,-9.1061,124.8925,Pastori 1 Jemaat Polycarpus
525,Teya,RU,37.54,overcast clouds,60.3778,92.6267,
526,Kerman,IR,78.66,clear sky,30.2832,57.0788,هتل آپارتمان آسام
528,Bireun,ID,78.24,broken clouds,5.203,96.7009,Rumah Bp.AR. ISMAIL
529,Saskylakh,RU,34.38,light rain,71.9167,114.0833,
530,Sao Joao Da Barra,BR,78.89,broken clouds,-21.6403,-41.0511,Pousada Porto De Canoas
531,Bosaso,SO,89.98,few clouds,11.2842,49.1816,Red Sea Hotel
532,Kuito,AO,75.25,few clouds,-12.3833,16.9333,Herdeiros de Antunes Capusso
533,Kudahuvadhoo,MV,83.53,broken clouds,2.6708,72.8944,Niyama Private Islands Maldives
534,Umm Lajj,SA,82.92,clear sky,25.0213,37.2685,Moon light Furnished Units
535,Krutaya Gorka,RU,60.48,overcast clouds,55.3649,73.2231,
536,Wuzhou,CN,75.33,light rain,23.4833,111.3167,Wuzhou Hostel
537,Scottsbluff,US,90.79,clear sky,41.8666,-103.6672,Hampton Inn & Suites Scottsbluff-Conference Center
538,Bairnsdale,AU,40.05,few clouds,-37.8333,147.6167,Town Central Motel
539,Nueva Loja,EC,81.88,broken clouds,0.0847,-76.8828,Limoncocha Great Hotel
540,Felanitx,ES,84.0,overcast clouds,39.4696,3.1483,Petit Hotel Hostatgeria Sant Salvador
541,Chaman,PK,77.32,clear sky,30.9236,66.4512,Niamat parda Center chaman
542,Hrubieszow,PL,67.06,overcast clouds,50.805,23.8925,Hotel Jagiełło
543,Bara,NG,92.98,broken clouds,10.3744,10.7288,
544,Hokitika,NZ,41.56,clear sky,-42.7167,170.9667,Beachfront Hotel Hokitika
545,Mizdah,LY,84.36,clear sky,31.4451,12.9801,محمدالمبروك الاريقط
546,Kamina,CD,74.46,broken clouds,-8.7386,24.9906,Guest House Florvia
547,Erdenet,MN,50.83,overcast clouds,49.0333,104.0833,Erdenet hotel
548,Kariapatti,IN,82.92,few clouds,9.6751,78.0999,RAJA RAVEHT TRADES AND SERVICES
549,Gidam,IN,73.02,overcast clouds,18.9833,81.4,Dhanshree Lodge And DormItory
550,Orlik,RU,43.14,broken clouds,52.5178,99.825,Gostevoy Dom Mini Gostinitsa
551,Wanxian,CN,75.67,light rain,30.8039,108.3897,7Days Inn Chongqing Shiqiaopu
552,Egvekinot,RU,28.24,light snow,66.3167,-179.1667,
553,Hanzhong,CN,63.52,overcast clouds,33.0728,107.0303,Guorui Hotel
554,Fort Nelson,CA,42.39,broken clouds,58.8053,-122.7002,The Fort Nelson Hotel
555,Bubaque,GW,81.91,overcast clouds,11.2833,-15.8333,"Casa Dora, Bubaque"
556,Mecca,SA,87.03,overcast clouds,21.4267,39.8261,"Makkah Clock Royal Tower, A Fairmont Hotel"
557,Humberto De Campos,BR,89.11,scattered clouds,-2.5983,-43.4611,Pousada do Cabeça
558,Kemin,KG,62.08,clear sky,42.7846,75.6892,Hotel Kok-Oirok
559,Uige,AO,74.75,moderate rain,-7.6087,15.0613,Hotel Catraio
560,Krasnotorka,UA,58.12,clear sky,48.682,37.5327,Pansionat Paradiz
561,Phayakkhaphum Phisai,TH,78.04,light rain,15.5163,103.1937,โรงแรมบ้านนงนุชโฮเตล
562,Kamiiso,JP,61.0,overcast clouds,41.8167,140.65,Business Inn Abe
563,Birjand,IR,77.47,clear sky,32.8663,59.2211,Birjand Tourist Hotel
564,Ashqelon,IL,79.83,clear sky,31.6693,34.5715,Leonardo Ashkelon
565,Skovorodino,RU,36.95,few clouds,53.9833,123.9167,Лесная Застава
566,Ariguani,CO,93.96,scattered clouds,10.25,-74.0,
567,Langsa,ID,75.25,broken clouds,4.4683,97.9683,OYO 2964 Hotel Ridho
568,Slavgorod,RU,61.52,broken clouds,52.9978,78.6449,Hotel Slavgorod
569,Mount Gambier,AU,53.51,broken clouds,-37.8333,140.7667,The Commodore
570,Tres Lagoas,BR,99.88,clear sky,-20.7511,-51.6783,Druds Express Hotel
571,Damietta,EG,80.49,clear sky,31.4165,31.8133,SULIMAN INN
572,Port Shepstone,ZA,60.53,moderate rain,-30.7414,30.455,My Den Beachfront Bed and Breakfast | Self-Catering
573,Nortelandia,BR,104.58,clear sky,-14.4547,-56.8028,Hotel Karysmã
574,Umba,RU,42.46,overcast clouds,66.6871,34.3429,Cedar Grass Beloye More
575,Tovuz,AZ,77.79,clear sky,40.9922,45.6289,Tovuz Olimpiya Idman Kompleksi
576,Mesaria,GR,79.0,clear sky,36.3985,25.4459,Santorini Palace
577,Psebay,RU,58.77,moderate rain,44.1234,40.8107,Lis'ya Nora
578,Cape Coast,GH,78.57,light rain,5.1053,-1.2466,Samrit Hotel
579,Innisfail,AU,63.5,scattered clouds,-17.5333,146.0333,Moondarra Motel
580,Puteyets,RU,42.24,overcast clouds,65.1716,57.091,"Sot ""Agrarnik"""
581,Kousseri,CM,91.36,dust,12.0769,15.0306,Le Pilotis
582,Wewak,PG,76.75,overcast clouds,-3.5534,143.6268,In Wewak Boutique Hotel
583,Hamilton,US,80.37,overcast clouds,39.1834,-84.5333,Six Acres Bed & Breakfast
584,Kenai,US,45.09,overcast clouds,60.5544,-151.2583,Aspen Extended Stay Suites
585,Sakakah,SA,96.37,clear sky,29.9697,40.2064,Fakhamat Al Orjoana Apartment
586,Sumbe,AO,72.73,few clouds,-11.2061,13.8437,Hotel Ritz Sumbe
587,Batagay-Alyta,RU,44.74,light rain,67.8006,130.4114,
588,Solone,UA,59.05,clear sky,48.2081,34.8721,Спот для питбайков
589,Berdigestyakh,RU,38.48,moderate rain,62.0989,126.6992,
590,Lucapa,AO,82.13,overcast clouds,-8.4192,20.7447,Residência Ulisses Dos Santos
591,Ambositra,MG,57.4,clear sky,-20.5167,47.25,Grand Hôtel
592,Comodoro Rivadavia,AR,64.26,clear sky,-45.8667,-67.5,Austral Hotel
593,Tirlyanskiy,RU,37.67,broken clouds,54.2109,58.5806,Sudovaya Gora
594,Pacific Grove,US,58.42,overcast clouds,36.6177,-121.9166,Lovers Point Inn
595,Chilliwack,CA,56.84,few clouds,49.1747,-121.9443,Coast Chilliwack Hotel by APA
596,Kiama,AU,49.37,broken clouds,-34.6833,150.8667,The Sebel Kiama Harbourside
597,Salalah,OM,80.15,overcast clouds,17.0151,54.0924,HAMDAN PLAZA HOTEL SALALAH
598,Port Hardy,CA,46.58,broken clouds,50.6996,-127.4199,Airport Inn
599,Dobroye,RU,46.99,few clouds,52.8678,39.8109,Zarech'ye
600,Nantucket,US,73.26,broken clouds,41.2835,-70.0995,Jared Coffin House
601,Seoul,KR,69.31,moderate rain,37.5683,126.9778,롯데호텔 서울
602,Bathsheba,BB,92.01,scattered clouds,13.2167,-59.5167,Atlantis Hotel
603,Broken Hill,AU,62.31,few clouds,-31.95,141.4333,Royal Exchange Hotel
604,Srikakulam,IN,81.99,broken clouds,18.3,83.9,Sriram residency
605,Murdochville,CA,50.88,few clouds,48.9583,-65.5006,Les Suites économique Murdochville
606,Birigui,BR,84.31,clear sky,-21.2886,-50.34,Birigui Palace Hotel
607,Beira,MZ,77.09,broken clouds,-19.8436,34.8389,Beira Terrace Hotel
608,Belmonte,BR,84.2,clear sky,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
609,Owando,CG,73.29,overcast clouds,-0.4819,15.8999,Exaunel Hotel Owando
610,Sedalia,US,81.86,clear sky,38.7045,-93.2283,Best Western State Fair Inn
611,Prince Rupert,CA,51.49,scattered clouds,54.3161,-130.3201,Crest Hotel
612,Beian,NO,56.01,light rain,63.6559,9.5683,"Fjord-Fishing AS, Property & Housing Co."
613,Bambanglipuro,ID,76.39,scattered clouds,-7.95,110.2833,Puri Brata
614,Poum,NC,70.18,overcast clouds,-20.2333,164.0167,Gîte kajeon
615,Sydney,AU,51.1,few clouds,-33.8679,151.2073,The Grace Sydney
616,Beringovskiy,RU,39.79,overcast clouds,63.05,179.3167,Beringgorski
617,Oussouye,SN,91.58,overcast clouds,12.485,-16.5469,Auberge du Routard
618,Ambon,ID,77.14,scattered clouds,-3.6954,128.1814,Swiss-Belhotel Ambon
619,Atasu,KZ,65.93,clear sky,48.6814,71.6433,Dostyk
620,Bataipora,BR,86.94,broken clouds,-22.2953,-53.2711,Hotel Vale do Ivinhema
621,Port-Gentil,GA,77.81,scattered clouds,-0.7193,8.7815,Fengshui Residence
622,Deputatskiy,RU,35.8,broken clouds,69.3,139.9,Baza Otdykha
623,Gat,IL,78.82,clear sky,31.61,34.7642,OlusHome
624,Acajutla,SV,84.31,overcast clouds,13.5928,-89.8275,asi es
625,Cordele,US,78.12,overcast clouds,31.9635,-83.7824,Ramada by Wyndham Cordele
626,Okitipupa,NG,81.14,broken clouds,6.5047,4.7839,Coastal Hotel & Suites
627,Bageshwar,IN,69.46,overcast clouds,29.85,79.7667,Danu Janral Store
628,Kupang,ID,78.44,broken clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
629,Filiatra,GR,78.15,clear sky,37.15,21.5833,Hotel Limenari
630,Lagos,NG,84.52,overcast clouds,6.5833,3.75,
631,Date,JP,60.93,overcast clouds,42.4681,140.8681,静香荘
632,Maniitsoq,GL,37.42,overcast clouds,65.4167,-52.9,Hotel Heilmann Lyberth
633,Jadu,LY,85.69,clear sky,31.953,12.0261,امياس للصرافة
634,Muncar,ID,76.24,overcast clouds,-8.4333,114.3333,Zaky Homestay
635,Shambu,ET,52.09,light rain,9.5667,37.1,Wabe Hotel
636,Atchison,US,83.82,clear sky,39.563,-95.1216,"Quality Inn, Atchison"
637,Wahpeton,US,77.81,clear sky,46.2652,-96.6059,Select Inn Breckenridge
638,Monte Patria,CL,75.79,clear sky,-30.6919,-70.9467,Hotel Monte Cordillera
639,Longkou,CN,70.32,light rain,37.6508,120.3286,Pai Hotel Yantai Longkou City Heping Road
640,Dawei,MM,75.69,light rain,14.0833,98.2,Hotel Dawei
641,Miyako,JP,56.8,overcast clouds,39.6367,141.9525,Hotel Route Inn Miyako
642,Port Macquarie,AU,46.36,clear sky,-31.4333,152.9167,Rydges Port Macquarie
643,Fukue,JP,78.71,light rain,32.6881,128.8419,Goto Guesthouse Utojuku & SA Car Rental
644,Vostok,RU,49.12,overcast clouds,46.4856,135.8833,
