City_ID,City,Country,Date,Humidity,Lat,Lng,Max Temp,Cloudiness,Wind Speed
125,Ribeira Grande,PT,2021-09-14 19:51:33,68,38.5167,-28.7,72.0,20,8.05
126,Marshall,US,2021-09-14 20:00:24,72,34.3834,-86.3333,87.01,1,8.05
127,Kaitangata,NZ,2021-09-14 19:52:35,83,-46.2817,169.8464,35.29,15,6.11
128,Mecca,SA,2021-09-14 20:00:04,33,21.4267,39.8261,88.16,7,4.54
129,Lagoa,PT,2021-09-14 19:51:26,74,39.05,-27.9833,68.31,29,6.08
130,Jati,PK,2021-09-14 20:00:26,71,24.3539,68.2671,85.71,29,10.83
131,Thompson,CA,2021-09-14 19:51:10,71,55.7435,-97.8558,51.96,90,17.27
132,Dikson,RU,2021-09-14 19:51:20,89,73.5069,80.5464,40.77,70,13.35
133,Zhigansk,RU,2021-09-14 19:51:11,99,66.7697,123.3711,45.73,89,9.31
134,Edd,ER,2021-09-14 20:00:27,70,13.9297,41.6925,89.67,10,8.43
135,Severo-Kurilsk,RU,2021-09-14 19:51:00,87,50.6789,156.125,50.14,100,8.63
136,Lavrentiya,RU,2021-09-14 19:52:30,82,65.5833,-171.0,40.48,100,9.78
137,Boa Vista,BR,2021-09-14 20:00:28,49,2.8197,-60.6733,91.38,75,9.22
138,Longyearbyen,SJ,2021-09-14 19:51:23,87,78.2186,15.6401,35.44,75,2.3
139,Hermanus,ZA,2021-09-14 19:51:15,73,-34.4187,19.2345,55.9,100,6.49
140,Chokurdakh,RU,2021-09-14 19:51:02,85,70.6333,147.9167,34.84,100,9.78
141,Alofi,NU,2021-09-14 19:51:25,88,-19.0595,-169.9187,76.89,40,8.05
142,Kanash,RU,2021-09-14 20:00:29,53,55.5086,47.4956,44.19,100,3.78
143,Hailar,CN,2021-09-14 20:00:30,80,49.2,119.7,51.6,100,7.02
144,Durusu,TR,2021-09-14 20:00:31,84,41.3053,28.6767,71.83,13,10.0
145,Kavaratti,IN,2021-09-14 19:53:03,79,10.5669,72.642,81.72,100,19.66
146,Gushikawa,JP,2021-09-14 20:00:32,89,26.3544,127.8686,81.63,75,11.5
147,Lasa,IT,2021-09-14 19:53:47,90,46.6166,10.7002,68.88,100,2.95
148,Carutapera,BR,2021-09-14 20:00:33,68,-1.195,-46.02,82.22,4,8.66
149,Samarai,PG,2021-09-14 20:00:34,83,-10.6167,150.6667,79.05,100,10.89
150,Flinders,AU,2021-09-14 20:00:34,74,-34.5833,150.8552,51.19,65,5.01
151,Pacific Grove,US,2021-09-14 19:51:17,82,36.6177,-121.9166,83.43,1,4.0
152,Lata,PT,2021-09-14 19:50:58,95,40.1629,-8.3327,67.08,100,0.72
153,Dombarovskiy,RU,2021-09-14 20:00:36,34,50.7587,59.5386,64.42,94,9.55
154,Katiola,CI,2021-09-14 20:00:36,95,8.1333,-5.1,72.55,100,4.61
155,Straumen,NO,2021-09-14 20:00:37,82,63.8709,11.2999,48.15,71,2.48
156,Sabang,ID,2021-09-14 19:53:04,72,5.8933,95.3214,82.15,100,8.05
157,Okha,RU,2021-09-14 20:00:38,78,53.5739,142.9478,46.24,0,6.31
158,Egvekinot,RU,2021-09-14 19:50:54,70,66.3167,-179.1667,32.22,72,4.56
159,Nemuro,JP,2021-09-14 20:00:39,69,43.3236,145.575,53.38,91,2.59
160,Juba,SS,2021-09-14 20:00:40,77,4.8517,31.5825,73.33,9,0.56
161,Boyolangu,ID,2021-09-14 19:50:50,92,-8.1181,111.8935,73.92,100,0.92
162,Nanortalik,GL,2021-09-14 19:50:55,73,60.1432,-45.2371,40.57,26,10.33
163,Caravelas,BR,2021-09-14 19:50:52,76,-17.7125,-39.2481,76.69,6,10.11
164,Avarua,CK,2021-09-14 19:50:46,73,-21.2078,-159.775,78.85,75,13.8
